1.028	73.9726	1
1.839	76.0563	0
2.628	75.7895	0
3.419	76.0563	0
4.208	73.4694	0
7.517	73.9726	1
8.328	76.0563	0
9.117	77.6978	0
9.889	71.5232	0
10.728	70.1299	0
11.583	72.973	0
12.406	72.4832	0
13.233	72.973	0
14.056	75.5245	0
14.850	75.2613	0
15.647	75.7895	0
16.439	72.973	0
17.261	69.0096	0
18.131	72.973	0
18.953	76.3251	0
19.739	75.7895	0
20.531	77.4194	0
21.306	76.3251	0
22.092	73.9726	0
22.903	73.4694	0
23.719	72.4832	0
24.547	71.0526	0
25.392	74.4828	0
26.197	77.4194	0
26.972	75	0
27.772	76.0563	0
28.561	69.9029	0
29.419	71.2871	0
30.261	72.7273	0
31.086	74.7405	0
31.889	71.7608	0
32.725	75.7895	0
33.517	76.0563	0
34.306	73.2203	0
35.125	71.0526	0
35.969	68.1388	0
36.850	72.973	0
37.672	77.1429	0
38.450	74.7405	0
39.253	73.9726	0
40.064	75.2613	0
40.861	71.7608	0
41.697	72.2408	0
42.528	72.7273	0
43.353	73.9726	0
44.164	76.0563	0
44.953	76.8683	0
45.733	74.2268	0
46.542	71.2871	0
47.383	72	0
48.217	72.2408	0
49.047	74.4828	0
49.853	77.1429	0
50.631	75.2613	0
51.428	76.8683	0
52.208	75.7895	0
53.000	70.1299	0
53.856	70.8197	0
54.703	72.973	0
55.525	76.5957	0
56.308	76.3251	0
57.094	76.3251	0
57.881	73.4694	0
58.697	73.9726	0
